serialAuto;nombreAuto;modeloAuto;precioPorDiaAuto;nombreCliente;apellidoCliente;direccionCliente;cedulaCliente
Serial-prueba-carga-248;Nombre prueba carga 248;1774;347000;Andres 248;Montoya 248;Direccion 248;1000000247
Serial-prueba-carga-249;Nombre prueba carga 249;1773;348000;Andres 249;Montoya 249;Direccion 249;1000000248
Serial-prueba-carga-250;Nombre prueba carga 250;1772;349000;Andres 250;Montoya 250;Direccion 250;1000000249
Serial-prueba-carga-251;Nombre prueba carga 251;1771;350000;Andres 251;Montoya 251;Direccion 251;1000000250
Serial-prueba-carga-252;Nombre prueba carga 252;1770;351000;Andres 252;Montoya 252;Direccion 252;1000000251
Serial-prueba-carga-253;Nombre prueba carga 253;1769;352000;Andres 253;Montoya 253;Direccion 253;1000000252
Serial-prueba-carga-254;Nombre prueba carga 254;1768;353000;Andres 254;Montoya 254;Direccion 254;1000000253
Serial-prueba-carga-255;Nombre prueba carga 255;1767;354000;Andres 255;Montoya 255;Direccion 255;1000000254
Serial-prueba-carga-256;Nombre prueba carga 256;1766;355000;Andres 256;Montoya 256;Direccion 256;1000000255
Serial-prueba-carga-257;Nombre prueba carga 257;1765;356000;Andres 257;Montoya 257;Direccion 257;1000000256
Serial-prueba-carga-258;Nombre prueba carga 258;1764;357000;Andres 258;Montoya 258;Direccion 258;1000000257
Serial-prueba-carga-259;Nombre prueba carga 259;1763;358000;Andres 259;Montoya 259;Direccion 259;1000000258
Serial-prueba-carga-260;Nombre prueba carga 260;1762;359000;Andres 260;Montoya 260;Direccion 260;1000000259
Serial-prueba-carga-261;Nombre prueba carga 261;1761;360000;Andres 261;Montoya 261;Direccion 261;1000000260
Serial-prueba-carga-262;Nombre prueba carga 262;1760;361000;Andres 262;Montoya 262;Direccion 262;1000000261
Serial-prueba-carga-263;Nombre prueba carga 263;1759;362000;Andres 263;Montoya 263;Direccion 263;1000000262
Serial-prueba-carga-264;Nombre prueba carga 264;1758;363000;Andres 264;Montoya 264;Direccion 264;1000000263
Serial-prueba-carga-265;Nombre prueba carga 265;1757;364000;Andres 265;Montoya 265;Direccion 265;1000000264
Serial-prueba-carga-266;Nombre prueba carga 266;1756;365000;Andres 266;Montoya 266;Direccion 266;1000000265
Serial-prueba-carga-267;Nombre prueba carga 267;1755;366000;Andres 267;Montoya 267;Direccion 267;1000000266
Serial-prueba-carga-268;Nombre prueba carga 268;1754;367000;Andres 268;Montoya 268;Direccion 268;1000000267
Serial-prueba-carga-269;Nombre prueba carga 269;1753;368000;Andres 269;Montoya 269;Direccion 269;1000000268
Serial-prueba-carga-270;Nombre prueba carga 270;1752;369000;Andres 270;Montoya 270;Direccion 270;1000000269
Serial-prueba-carga-271;Nombre prueba carga 271;1751;370000;Andres 271;Montoya 271;Direccion 271;1000000270
Serial-prueba-carga-272;Nombre prueba carga 272;1750;371000;Andres 272;Montoya 272;Direccion 272;1000000271
Serial-prueba-carga-273;Nombre prueba carga 273;1749;372000;Andres 273;Montoya 273;Direccion 273;1000000272
Serial-prueba-carga-274;Nombre prueba carga 274;1748;373000;Andres 274;Montoya 274;Direccion 274;1000000273
Serial-prueba-carga-275;Nombre prueba carga 275;1747;374000;Andres 275;Montoya 275;Direccion 275;1000000274
Serial-prueba-carga-276;Nombre prueba carga 276;1746;375000;Andres 276;Montoya 276;Direccion 276;1000000275
Serial-prueba-carga-277;Nombre prueba carga 277;1745;376000;Andres 277;Montoya 277;Direccion 277;1000000276
Serial-prueba-carga-278;Nombre prueba carga 278;1744;377000;Andres 278;Montoya 278;Direccion 278;1000000277
Serial-prueba-carga-279;Nombre prueba carga 279;1743;378000;Andres 279;Montoya 279;Direccion 279;1000000278
Serial-prueba-carga-280;Nombre prueba carga 280;1742;379000;Andres 280;Montoya 280;Direccion 280;1000000279
Serial-prueba-carga-281;Nombre prueba carga 281;1741;380000;Andres 281;Montoya 281;Direccion 281;1000000280
Serial-prueba-carga-282;Nombre prueba carga 282;1740;381000;Andres 282;Montoya 282;Direccion 282;1000000281
Serial-prueba-carga-283;Nombre prueba carga 283;1739;382000;Andres 283;Montoya 283;Direccion 283;1000000282
Serial-prueba-carga-284;Nombre prueba carga 284;1738;383000;Andres 284;Montoya 284;Direccion 284;1000000283
Serial-prueba-carga-285;Nombre prueba carga 285;1737;384000;Andres 285;Montoya 285;Direccion 285;1000000284
Serial-prueba-carga-286;Nombre prueba carga 286;1736;385000;Andres 286;Montoya 286;Direccion 286;1000000285
Serial-prueba-carga-287;Nombre prueba carga 287;1735;386000;Andres 287;Montoya 287;Direccion 287;1000000286
Serial-prueba-carga-288;Nombre prueba carga 288;1734;387000;Andres 288;Montoya 288;Direccion 288;1000000287
Serial-prueba-carga-289;Nombre prueba carga 289;1733;388000;Andres 289;Montoya 289;Direccion 289;1000000288
Serial-prueba-carga-290;Nombre prueba carga 290;1732;389000;Andres 290;Montoya 290;Direccion 290;1000000289
Serial-prueba-carga-291;Nombre prueba carga 291;1731;390000;Andres 291;Montoya 291;Direccion 291;1000000290
Serial-prueba-carga-292;Nombre prueba carga 292;1730;391000;Andres 292;Montoya 292;Direccion 292;1000000291
Serial-prueba-carga-293;Nombre prueba carga 293;1729;392000;Andres 293;Montoya 293;Direccion 293;1000000292
Serial-prueba-carga-294;Nombre prueba carga 294;1728;393000;Andres 294;Montoya 294;Direccion 294;1000000293
Serial-prueba-carga-295;Nombre prueba carga 295;1727;394000;Andres 295;Montoya 295;Direccion 295;1000000294
Serial-prueba-carga-296;Nombre prueba carga 296;1726;395000;Andres 296;Montoya 296;Direccion 296;1000000295
Serial-prueba-carga-297;Nombre prueba carga 297;1725;396000;Andres 297;Montoya 297;Direccion 297;1000000296
Serial-prueba-carga-298;Nombre prueba carga 298;1724;397000;Andres 298;Montoya 298;Direccion 298;1000000297
Serial-prueba-carga-299;Nombre prueba carga 299;1723;398000;Andres 299;Montoya 299;Direccion 299;1000000298
Serial-prueba-carga-300;Nombre prueba carga 300;1722;399000;Andres 300;Montoya 300;Direccion 300;1000000299
Serial-prueba-carga-301;Nombre prueba carga 301;1721;400000;Andres 301;Montoya 301;Direccion 301;1000000300
Serial-prueba-carga-302;Nombre prueba carga 302;1720;401000;Andres 302;Montoya 302;Direccion 302;1000000301
Serial-prueba-carga-303;Nombre prueba carga 303;1719;402000;Andres 303;Montoya 303;Direccion 303;1000000302
Serial-prueba-carga-304;Nombre prueba carga 304;1718;403000;Andres 304;Montoya 304;Direccion 304;1000000303
Serial-prueba-carga-305;Nombre prueba carga 305;1717;404000;Andres 305;Montoya 305;Direccion 305;1000000304
Serial-prueba-carga-306;Nombre prueba carga 306;1716;405000;Andres 306;Montoya 306;Direccion 306;1000000305
Serial-prueba-carga-307;Nombre prueba carga 307;1715;406000;Andres 307;Montoya 307;Direccion 307;1000000306
Serial-prueba-carga-308;Nombre prueba carga 308;1714;407000;Andres 308;Montoya 308;Direccion 308;1000000307
Serial-prueba-carga-309;Nombre prueba carga 309;1713;408000;Andres 309;Montoya 309;Direccion 309;1000000308
Serial-prueba-carga-310;Nombre prueba carga 310;1712;409000;Andres 310;Montoya 310;Direccion 310;1000000309
Serial-prueba-carga-311;Nombre prueba carga 311;1711;410000;Andres 311;Montoya 311;Direccion 311;1000000310
Serial-prueba-carga-312;Nombre prueba carga 312;1710;411000;Andres 312;Montoya 312;Direccion 312;1000000311
Serial-prueba-carga-313;Nombre prueba carga 313;1709;412000;Andres 313;Montoya 313;Direccion 313;1000000312
Serial-prueba-carga-314;Nombre prueba carga 314;1708;413000;Andres 314;Montoya 314;Direccion 314;1000000313
Serial-prueba-carga-315;Nombre prueba carga 315;1707;414000;Andres 315;Montoya 315;Direccion 315;1000000314
Serial-prueba-carga-316;Nombre prueba carga 316;1706;415000;Andres 316;Montoya 316;Direccion 316;1000000315
Serial-prueba-carga-317;Nombre prueba carga 317;1705;416000;Andres 317;Montoya 317;Direccion 317;1000000316
Serial-prueba-carga-318;Nombre prueba carga 318;1704;417000;Andres 318;Montoya 318;Direccion 318;1000000317
Serial-prueba-carga-319;Nombre prueba carga 319;1703;418000;Andres 319;Montoya 319;Direccion 319;1000000318
Serial-prueba-carga-320;Nombre prueba carga 320;1702;419000;Andres 320;Montoya 320;Direccion 320;1000000319
Serial-prueba-carga-321;Nombre prueba carga 321;1701;420000;Andres 321;Montoya 321;Direccion 321;1000000320
Serial-prueba-carga-322;Nombre prueba carga 322;1700;421000;Andres 322;Montoya 322;Direccion 322;1000000321
Serial-prueba-carga-323;Nombre prueba carga 323;1699;422000;Andres 323;Montoya 323;Direccion 323;1000000322
Serial-prueba-carga-324;Nombre prueba carga 324;1698;423000;Andres 324;Montoya 324;Direccion 324;1000000323
Serial-prueba-carga-325;Nombre prueba carga 325;1697;424000;Andres 325;Montoya 325;Direccion 325;1000000324
Serial-prueba-carga-326;Nombre prueba carga 326;1696;425000;Andres 326;Montoya 326;Direccion 326;1000000325
Serial-prueba-carga-327;Nombre prueba carga 327;1695;426000;Andres 327;Montoya 327;Direccion 327;1000000326
Serial-prueba-carga-328;Nombre prueba carga 328;1694;427000;Andres 328;Montoya 328;Direccion 328;1000000327
Serial-prueba-carga-329;Nombre prueba carga 329;1693;428000;Andres 329;Montoya 329;Direccion 329;1000000328
Serial-prueba-carga-330;Nombre prueba carga 330;1692;429000;Andres 330;Montoya 330;Direccion 330;1000000329
Serial-prueba-carga-331;Nombre prueba carga 331;1691;430000;Andres 331;Montoya 331;Direccion 331;1000000330
Serial-prueba-carga-332;Nombre prueba carga 332;1690;431000;Andres 332;Montoya 332;Direccion 332;1000000331
Serial-prueba-carga-333;Nombre prueba carga 333;1689;432000;Andres 333;Montoya 333;Direccion 333;1000000332
Serial-prueba-carga-334;Nombre prueba carga 334;1688;433000;Andres 334;Montoya 334;Direccion 334;1000000333
Serial-prueba-carga-335;Nombre prueba carga 335;1687;434000;Andres 335;Montoya 335;Direccion 335;1000000334
Serial-prueba-carga-336;Nombre prueba carga 336;1686;435000;Andres 336;Montoya 336;Direccion 336;1000000335
Serial-prueba-carga-337;Nombre prueba carga 337;1685;436000;Andres 337;Montoya 337;Direccion 337;1000000336
Serial-prueba-carga-338;Nombre prueba carga 338;1684;437000;Andres 338;Montoya 338;Direccion 338;1000000337
Serial-prueba-carga-339;Nombre prueba carga 339;1683;438000;Andres 339;Montoya 339;Direccion 339;1000000338
Serial-prueba-carga-340;Nombre prueba carga 340;1682;439000;Andres 340;Montoya 340;Direccion 340;1000000339
Serial-prueba-carga-341;Nombre prueba carga 341;1681;440000;Andres 341;Montoya 341;Direccion 341;1000000340
Serial-prueba-carga-342;Nombre prueba carga 342;1680;441000;Andres 342;Montoya 342;Direccion 342;1000000341
Serial-prueba-carga-343;Nombre prueba carga 343;1679;442000;Andres 343;Montoya 343;Direccion 343;1000000342
Serial-prueba-carga-344;Nombre prueba carga 344;1678;443000;Andres 344;Montoya 344;Direccion 344;1000000343
Serial-prueba-carga-345;Nombre prueba carga 345;1677;444000;Andres 345;Montoya 345;Direccion 345;1000000344
Serial-prueba-carga-346;Nombre prueba carga 346;1676;445000;Andres 346;Montoya 346;Direccion 346;1000000345
Serial-prueba-carga-347;Nombre prueba carga 347;1675;446000;Andres 347;Montoya 347;Direccion 347;1000000346
Serial-prueba-carga-348;Nombre prueba carga 348;1674;447000;Andres 348;Montoya 348;Direccion 348;1000000347
Serial-prueba-carga-349;Nombre prueba carga 349;1673;448000;Andres 349;Montoya 349;Direccion 349;1000000348
Serial-prueba-carga-350;Nombre prueba carga 350;1672;449000;Andres 350;Montoya 350;Direccion 350;1000000349
Serial-prueba-carga-351;Nombre prueba carga 351;1671;450000;Andres 351;Montoya 351;Direccion 351;1000000350
Serial-prueba-carga-352;Nombre prueba carga 352;1670;451000;Andres 352;Montoya 352;Direccion 352;1000000351
Serial-prueba-carga-353;Nombre prueba carga 353;1669;452000;Andres 353;Montoya 353;Direccion 353;1000000352
Serial-prueba-carga-354;Nombre prueba carga 354;1668;453000;Andres 354;Montoya 354;Direccion 354;1000000353
Serial-prueba-carga-355;Nombre prueba carga 355;1667;454000;Andres 355;Montoya 355;Direccion 355;1000000354
Serial-prueba-carga-356;Nombre prueba carga 356;1666;455000;Andres 356;Montoya 356;Direccion 356;1000000355
Serial-prueba-carga-357;Nombre prueba carga 357;1665;456000;Andres 357;Montoya 357;Direccion 357;1000000356
Serial-prueba-carga-358;Nombre prueba carga 358;1664;457000;Andres 358;Montoya 358;Direccion 358;1000000357
Serial-prueba-carga-359;Nombre prueba carga 359;1663;458000;Andres 359;Montoya 359;Direccion 359;1000000358
Serial-prueba-carga-360;Nombre prueba carga 360;1662;459000;Andres 360;Montoya 360;Direccion 360;1000000359
Serial-prueba-carga-361;Nombre prueba carga 361;1661;460000;Andres 361;Montoya 361;Direccion 361;1000000360
Serial-prueba-carga-362;Nombre prueba carga 362;1660;461000;Andres 362;Montoya 362;Direccion 362;1000000361
Serial-prueba-carga-363;Nombre prueba carga 363;1659;462000;Andres 363;Montoya 363;Direccion 363;1000000362
Serial-prueba-carga-364;Nombre prueba carga 364;1658;463000;Andres 364;Montoya 364;Direccion 364;1000000363
Serial-prueba-carga-365;Nombre prueba carga 365;1657;464000;Andres 365;Montoya 365;Direccion 365;1000000364
Serial-prueba-carga-366;Nombre prueba carga 366;1656;465000;Andres 366;Montoya 366;Direccion 366;1000000365
Serial-prueba-carga-367;Nombre prueba carga 367;1655;466000;Andres 367;Montoya 367;Direccion 367;1000000366
Serial-prueba-carga-368;Nombre prueba carga 368;1654;467000;Andres 368;Montoya 368;Direccion 368;1000000367
Serial-prueba-carga-369;Nombre prueba carga 369;1653;468000;Andres 369;Montoya 369;Direccion 369;1000000368
Serial-prueba-carga-370;Nombre prueba carga 370;1652;469000;Andres 370;Montoya 370;Direccion 370;1000000369
Serial-prueba-carga-371;Nombre prueba carga 371;1651;470000;Andres 371;Montoya 371;Direccion 371;1000000370
Serial-prueba-carga-372;Nombre prueba carga 372;1650;471000;Andres 372;Montoya 372;Direccion 372;1000000371
Serial-prueba-carga-373;Nombre prueba carga 373;1649;472000;Andres 373;Montoya 373;Direccion 373;1000000372
Serial-prueba-carga-374;Nombre prueba carga 374;1648;473000;Andres 374;Montoya 374;Direccion 374;1000000373
Serial-prueba-carga-375;Nombre prueba carga 375;1647;474000;Andres 375;Montoya 375;Direccion 375;1000000374
Serial-prueba-carga-376;Nombre prueba carga 376;1646;475000;Andres 376;Montoya 376;Direccion 376;1000000375
Serial-prueba-carga-377;Nombre prueba carga 377;1645;476000;Andres 377;Montoya 377;Direccion 377;1000000376
Serial-prueba-carga-378;Nombre prueba carga 378;1644;477000;Andres 378;Montoya 378;Direccion 378;1000000377
Serial-prueba-carga-379;Nombre prueba carga 379;1643;478000;Andres 379;Montoya 379;Direccion 379;1000000378
Serial-prueba-carga-380;Nombre prueba carga 380;1642;479000;Andres 380;Montoya 380;Direccion 380;1000000379
Serial-prueba-carga-381;Nombre prueba carga 381;1641;480000;Andres 381;Montoya 381;Direccion 381;1000000380
Serial-prueba-carga-382;Nombre prueba carga 382;1640;481000;Andres 382;Montoya 382;Direccion 382;1000000381
Serial-prueba-carga-383;Nombre prueba carga 383;1639;482000;Andres 383;Montoya 383;Direccion 383;1000000382
Serial-prueba-carga-384;Nombre prueba carga 384;1638;483000;Andres 384;Montoya 384;Direccion 384;1000000383
Serial-prueba-carga-385;Nombre prueba carga 385;1637;484000;Andres 385;Montoya 385;Direccion 385;1000000384
Serial-prueba-carga-386;Nombre prueba carga 386;1636;485000;Andres 386;Montoya 386;Direccion 386;1000000385
Serial-prueba-carga-387;Nombre prueba carga 387;1635;486000;Andres 387;Montoya 387;Direccion 387;1000000386
Serial-prueba-carga-388;Nombre prueba carga 388;1634;487000;Andres 388;Montoya 388;Direccion 388;1000000387
Serial-prueba-carga-389;Nombre prueba carga 389;1633;488000;Andres 389;Montoya 389;Direccion 389;1000000388
Serial-prueba-carga-390;Nombre prueba carga 390;1632;489000;Andres 390;Montoya 390;Direccion 390;1000000389
Serial-prueba-carga-391;Nombre prueba carga 391;1631;490000;Andres 391;Montoya 391;Direccion 391;1000000390
Serial-prueba-carga-392;Nombre prueba carga 392;1630;491000;Andres 392;Montoya 392;Direccion 392;1000000391
Serial-prueba-carga-393;Nombre prueba carga 393;1629;492000;Andres 393;Montoya 393;Direccion 393;1000000392
Serial-prueba-carga-394;Nombre prueba carga 394;1628;493000;Andres 394;Montoya 394;Direccion 394;1000000393
Serial-prueba-carga-395;Nombre prueba carga 395;1627;494000;Andres 395;Montoya 395;Direccion 395;1000000394
Serial-prueba-carga-396;Nombre prueba carga 396;1626;495000;Andres 396;Montoya 396;Direccion 396;1000000395
Serial-prueba-carga-397;Nombre prueba carga 397;1625;496000;Andres 397;Montoya 397;Direccion 397;1000000396
Serial-prueba-carga-398;Nombre prueba carga 398;1624;497000;Andres 398;Montoya 398;Direccion 398;1000000397
Serial-prueba-carga-399;Nombre prueba carga 399;1623;498000;Andres 399;Montoya 399;Direccion 399;1000000398
Serial-prueba-carga-400;Nombre prueba carga 400;1622;499000;Andres 400;Montoya 400;Direccion 400;1000000399
Serial-prueba-carga-401;Nombre prueba carga 401;1621;500000;Andres 401;Montoya 401;Direccion 401;1000000400
Serial-prueba-carga-402;Nombre prueba carga 402;1620;501000;Andres 402;Montoya 402;Direccion 402;1000000401
Serial-prueba-carga-403;Nombre prueba carga 403;1619;502000;Andres 403;Montoya 403;Direccion 403;1000000402
Serial-prueba-carga-404;Nombre prueba carga 404;1618;503000;Andres 404;Montoya 404;Direccion 404;1000000403
Serial-prueba-carga-405;Nombre prueba carga 405;1617;504000;Andres 405;Montoya 405;Direccion 405;1000000404
Serial-prueba-carga-406;Nombre prueba carga 406;1616;505000;Andres 406;Montoya 406;Direccion 406;1000000405
Serial-prueba-carga-407;Nombre prueba carga 407;1615;506000;Andres 407;Montoya 407;Direccion 407;1000000406
Serial-prueba-carga-408;Nombre prueba carga 408;1614;507000;Andres 408;Montoya 408;Direccion 408;1000000407
Serial-prueba-carga-409;Nombre prueba carga 409;1613;508000;Andres 409;Montoya 409;Direccion 409;1000000408
Serial-prueba-carga-410;Nombre prueba carga 410;1612;509000;Andres 410;Montoya 410;Direccion 410;1000000409
Serial-prueba-carga-411;Nombre prueba carga 411;1611;510000;Andres 411;Montoya 411;Direccion 411;1000000410
Serial-prueba-carga-412;Nombre prueba carga 412;1610;511000;Andres 412;Montoya 412;Direccion 412;1000000411
Serial-prueba-carga-413;Nombre prueba carga 413;1609;512000;Andres 413;Montoya 413;Direccion 413;1000000412
Serial-prueba-carga-414;Nombre prueba carga 414;1608;513000;Andres 414;Montoya 414;Direccion 414;1000000413
Serial-prueba-carga-415;Nombre prueba carga 415;1607;514000;Andres 415;Montoya 415;Direccion 415;1000000414
Serial-prueba-carga-416;Nombre prueba carga 416;1606;515000;Andres 416;Montoya 416;Direccion 416;1000000415
Serial-prueba-carga-417;Nombre prueba carga 417;1605;516000;Andres 417;Montoya 417;Direccion 417;1000000416
Serial-prueba-carga-418;Nombre prueba carga 418;1604;517000;Andres 418;Montoya 418;Direccion 418;1000000417
Serial-prueba-carga-419;Nombre prueba carga 419;1603;518000;Andres 419;Montoya 419;Direccion 419;1000000418
Serial-prueba-carga-420;Nombre prueba carga 420;1602;519000;Andres 420;Montoya 420;Direccion 420;1000000419
Serial-prueba-carga-421;Nombre prueba carga 421;1601;520000;Andres 421;Montoya 421;Direccion 421;1000000420
